epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1139.51,0.75412,0.5135,1.05928,0.74496,0.83012,0.80371,0.58986,1.00198,0.95093,1.23644,0.000915,0.000915,0.000915
69,1156.21,0.75332,0.50784,1.05874,0.82549,0.75774,0.83257,0.62291,1.00213,0.838,1.25447,0.00091,0.00091,0.00091
70,1173.15,0.76099,0.51282,1.07209,0.82734,0.79988,0.85402,0.64577,0.91978,0.8113,1.14663,0.000905,0.000905,0.000905
71,1189.76,0.75334,0.51098,1.05839,0.74705,0.80835,0.84356,0.65168,0.94172,0.98044,1.19713,0.0009,0.0009,0.0009
72,1206.06,0.772,0.52236,1.07785,0.82419,0.77243,0.80149,0.59907,1.03351,1.05732,1.24694,0.000895,0.000895,0.000895
73,1222.72,0.74899,0.51202,1.05373,0.79377,0.79592,0.79924,0.58949,0.98976,1.04941,1.23135,0.00089,0.00089,0.00089
74,1239.4,0.77024,0.51891,1.0711,0.83173,0.81917,0.85079,0.64493,0.97075,0.94864,1.21777,0.000885,0.000885,0.000885
75,1256.24,0.7458,0.48849,1.04944,0.88448,0.7821,0.84758,0.63171,0.97387,0.94216,1.26343,0.00088,0.00088,0.00088
76,1273.2,0.74533,0.49855,1.05399,0.86383,0.73083,0.82529,0.61166,1.01021,1.03356,1.2257,0.000875,0.000875,0.000875
77,1290.32,0.72058,0.48643,1.03686,0.9296,0.71186,0.83779,0.62931,0.98719,0.92946,1.22206,0.00087,0.00087,0.00087
78,1307.3,0.75038,0.51068,1.06699,0.87248,0.78989,0.81323,0.62815,0.94832,1.02592,1.24985,0.000865,0.000865,0.000865
79,1324.7,0.74817,0.50381,1.07009,0.84941,0.75906,0.82908,0.64629,0.91571,0.95319,1.18132,0.00086,0.00086,0.00086
80,1341.85,0.73086,0.49392,1.05758,0.76092,0.77681,0.79331,0.60455,1.0226,1.09986,1.25669,0.000855,0.000855,0.000855
81,1359.01,0.71736,0.5014,1.04233,0.869,0.80181,0.85148,0.64825,0.94101,0.82097,1.21748,0.00085,0.00085,0.00085
82,1375.89,0.73576,0.49926,1.05161,0.88127,0.78433,0.82823,0.65067,0.89187,0.84359,1.14605,0.000845,0.000845,0.000845
83,1392.81,0.73505,0.48916,1.04969,0.9097,0.70413,0.82543,0.63268,0.96825,0.96175,1.20944,0.00084,0.00084,0.00084
84,1409.68,0.72176,0.47251,1.04193,0.83025,0.75395,0.81947,0.62793,0.91747,0.95449,1.15817,0.000835,0.000835,0.000835
85,1426.37,0.72769,0.48734,1.05046,0.87312,0.77555,0.84216,0.63458,0.94825,0.85051,1.24976,0.00083,0.00083,0.00083
86,1443.25,0.73106,0.48707,1.054,0.80974,0.79214,0.81612,0.63594,0.88937,0.91595,1.1739,0.000825,0.000825,0.000825
87,1460.56,0.71184,0.47471,1.04563,0.86788,0.7754,0.84079,0.63935,0.9849,0.9399,1.30336,0.00082,0.00082,0.00082
88,1477.77,0.71341,0.48055,1.03866,0.91889,0.78519,0.86882,0.67799,0.93602,0.82432,1.2115,0.000815,0.000815,0.000815
