epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,416.963,1.74772,1.20161,2.14514,0.77819,0.77198,0.82643,0.68712,1.50547,1.55862,1.95963,0.00024,0.00024,0.00024
28,432.138,1.7235,1.19914,2.12955,0.83674,0.78429,0.84851,0.69304,1.46917,1.55338,1.96019,0.00023,0.00023,0.00023
29,447.143,1.73345,1.21403,2.14095,0.87743,0.74073,0.84077,0.69903,1.44593,1.51166,1.94049,0.00022,0.00022,0.00022
30,462.163,1.73354,1.21662,2.14177,0.88189,0.72268,0.83235,0.67926,1.42609,1.57532,1.94785,0.00021,0.00021,0.00021
31,477.176,1.68896,1.17869,2.11838,0.79826,0.78676,0.85006,0.70465,1.39614,1.50718,1.91376,0.0002,0.0002,0.0002
32,492.148,1.64096,1.16137,2.11323,0.86615,0.76828,0.84858,0.69605,1.48801,1.5206,1.95565,0.00019,0.00019,0.00019
33,507.313,1.66153,1.16789,2.11488,0.83986,0.80391,0.8486,0.68713,1.4966,1.50212,1.96799,0.00018,0.00018,0.00018
34,522.452,1.6618,1.16142,2.10949,0.86597,0.79046,0.86742,0.70856,1.49738,1.50621,1.98417,0.00017,0.00017,0.00017
35,537.313,1.67962,1.15156,2.12547,0.86424,0.76836,0.84966,0.70359,1.42151,1.58978,1.96592,0.00016,0.00016,0.00016
36,552.036,1.66356,1.10953,2.10334,0.83109,0.77528,0.84047,0.69839,1.38612,1.53525,1.9381,0.00015,0.00015,0.00015
37,566.847,1.64175,1.09846,2.08471,0.85554,0.76498,0.83549,0.68504,1.41756,1.54939,1.94638,0.00014,0.00014,0.00014
38,581.431,1.62569,1.0703,2.08176,0.85312,0.74259,0.84653,0.68986,1.43826,1.50319,1.93558,0.00013,0.00013,0.00013
39,595.951,1.61399,1.10909,2.09563,0.81125,0.76417,0.83252,0.66084,1.51404,1.48022,1.98637,0.00012,0.00012,0.00012
40,610.436,1.63565,1.10241,2.13558,0.89431,0.73834,0.8412,0.68698,1.42955,1.47069,1.9418,0.00011,0.00011,0.00011
41,657.02,1.45291,0.8031,1.96607,0.7785,0.80205,0.84217,0.70002,1.34425,1.42721,1.87698,0.0001,0.0001,0.0001
