epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,473.989,2.38932,2.46358,2.7618,0.73431,0.76951,0.81103,0.56882,2.11537,2.60178,2.38549,7.4e-05,7.4e-05,7.4e-05
15,506.569,2.40475,2.39612,2.77857,0.81317,0.77345,0.8347,0.59333,2.07933,2.44333,2.36658,7.2e-05,7.2e-05,7.2e-05
16,539.34,2.32994,2.35568,2.71164,0.87183,0.73185,0.84509,0.59783,2.08737,2.36747,2.38094,7e-05,7e-05,7e-05
17,572.328,2.34802,2.29271,2.71387,0.83841,0.72319,0.84707,0.58412,2.15066,2.35021,2.41561,6.8e-05,6.8e-05,6.8e-05
18,605.523,2.35768,2.22454,2.70235,0.84311,0.78332,0.85382,0.59026,2.19794,2.23577,2.41946,6.6e-05,6.6e-05,6.6e-05
19,638.627,2.3646,2.20147,2.71752,0.81959,0.79982,0.85078,0.58341,2.15336,2.1829,2.39743,6.4e-05,6.4e-05,6.4e-05
20,671.678,2.35349,2.16929,2.68236,0.82911,0.74287,0.86114,0.59972,2.14091,2.16596,2.3994,6.2e-05,6.2e-05,6.2e-05
21,704.925,2.27828,2.03989,2.6926,0.77261,0.79224,0.86729,0.59674,2.15319,2.04324,2.3954,6e-05,6e-05,6e-05
22,737.872,2.31441,2.0432,2.6755,0.83709,0.79459,0.86905,0.61277,2.06968,2.00279,2.35877,5.8e-05,5.8e-05,5.8e-05
23,772.009,2.29012,2.06059,2.67649,0.78507,0.80734,0.86442,0.61171,1.98152,1.97634,2.32382,5.6e-05,5.6e-05,5.6e-05
24,806.081,2.32196,2.01829,2.68724,0.81072,0.81752,0.8637,0.60705,2.01362,2.00425,2.33525,5.4e-05,5.4e-05,5.4e-05
25,840.013,2.20239,1.95259,2.61523,0.8216,0.81116,0.86702,0.60543,2.03109,2.05003,2.34721,5.2e-05,5.2e-05,5.2e-05
26,874.26,2.23247,1.90727,2.63176,0.7926,0.81331,0.87942,0.62116,2.02191,1.94446,2.3493,5e-05,5e-05,5e-05
27,908.673,2.24268,1.91061,2.63821,0.85702,0.78314,0.88713,0.61908,2.04248,1.88029,2.35528,4.80001e-05,4.80001e-05,4.80001e-05
28,943.237,2.2172,1.89783,2.62701,0.81585,0.78945,0.88979,0.63261,1.97826,1.82336,2.34368,4.60001e-05,4.60001e-05,4.60001e-05
29,977.971,2.1727,1.90276,2.61297,0.76418,0.87437,0.895,0.62532,1.99321,1.82244,2.33701,4.40001e-05,4.40001e-05,4.40001e-05
30,1012.34,2.20194,1.87122,2.62088,0.7708,0.82004,0.88542,0.6215,2.06489,1.85193,2.36329,4.20001e-05,4.20001e-05,4.20001e-05
31,1046.64,2.20078,1.82896,2.6081,0.79361,0.87176,0.89903,0.63121,1.97518,1.78724,2.32873,4.00001e-05,4.00001e-05,4.00001e-05
32,1081,2.18406,1.81845,2.60784,0.78354,0.79113,0.88342,0.63096,1.95235,1.80741,2.31921,3.80001e-05,3.80001e-05,3.80001e-05
33,1115.17,2.17082,1.79528,2.60752,0.78203,0.85703,0.8852,0.63135,1.91019,1.75906,2.31011,3.60001e-05,3.60001e-05,3.60001e-05
34,1149.36,2.18515,1.76092,2.60388,0.74406,0.81751,0.88323,0.63908,1.90947,1.76094,2.30989,3.40001e-05,3.40001e-05,3.40001e-05
35,1183.7,2.16428,1.77445,2.57841,0.75887,0.84614,0.87993,0.62984,1.91464,1.75377,2.31333,3.20001e-05,3.20001e-05,3.20001e-05
36,1217.94,2.18928,1.76585,2.5958,0.82537,0.77224,0.87269,0.63716,1.81111,1.79656,2.26148,3.00001e-05,3.00001e-05,3.00001e-05
37,1252.22,2.08092,1.74268,2.54974,0.76836,0.80181,0.86897,0.63637,1.81006,1.75228,2.2592,2.80001e-05,2.80001e-05,2.80001e-05
38,1286.47,2.12438,1.75802,2.58971,0.8028,0.80181,0.8679,0.63142,1.82763,1.74176,2.27881,2.60001e-05,2.60001e-05,2.60001e-05
39,1320.86,2.10238,1.73086,2.56791,0.78044,0.81302,0.85963,0.63306,1.77345,1.77628,2.26228,2.40001e-05,2.40001e-05,2.40001e-05
40,1355.13,2.07247,1.73412,2.57053,0.72947,0.85422,0.86223,0.63723,1.77379,1.75939,2.26726,2.20001e-05,2.20001e-05,2.20001e-05
41,1419.82,1.83746,1.4908,2.44181,0.71383,0.88624,0.84712,0.64108,1.71777,1.81926,2.23218,2.00001e-05,2.00001e-05,2.00001e-05
